0 :   channel = 7    timestamp = e25bbab120, loca = 68      7da37920, f000f000 ,203f08, ddddcccc, e2
35 :   channel = 7    timestamp = e25bbb0693, loca = 9350      7daf7920, f000f000 ,203f08, ddddcccc, e2
36 :   channel = 7    timestamp = e25bbb0904, loca = 9614      7db17920, f000f000 ,203f08, ddddcccc, e2
37 :   channel = 7    timestamp = e25bbb0b75, loca = 9878      7db17921, f000f000 ,203f08, ddddcccc, e2
38 :   channel = 7    timestamp = e25bbb0de6, loca = 10076      7daf7920, f000f000 ,203f08, ddddcccc, e2
39 :   channel = 7    timestamp = e25bbb1057, loca = 10407      7daf7921, f000f000 ,203f08, ddddcccc, e2
40 :   channel = 7    timestamp = e25bbb12c8, loca = 10671      7db07920, f000f000 ,203f08, ddddcccc, e2
41 :   channel = 7    timestamp = e25bbb1539, loca = 10935      7db07921, f000f000 ,203f08, ddddcccc, e2
42 :   channel = 7    timestamp = e25bbb17aa, loca = 11133      7db37920, f000f000 ,203f08, ddddcccc, e2
43 :   channel = 7    timestamp = e25bbb1a1b, loca = 11464      7db27921, f000f000 ,203f08, ddddcccc, e2
44 :   channel = 7    timestamp = e25bbb1c8c, loca = 11728      7db37921, f000f000 ,203f08, ddddcccc, e2
45 :   channel = 7    timestamp = e25bbb1efd, loca = 11992      7db17921, f000f000 ,203f08, ddddcccc, e2
46 :   channel = 7    timestamp = e25bbb216e, loca = 12190      7db47921, f000f000 ,203f08, ddddcccc, e2
47 :   channel = 7    timestamp = e25bbb23df, loca = 12521      7db57921, f000f000 ,203f08, ddddcccc, e2
48 :   channel = 7    timestamp = e25bbb2650, loca = 12785      7db67922, f000f000 ,203f08, ddddcccc, e2
49 :   channel = 7    timestamp = e25bbb28c1, loca = 13049      7db97922, f000f000 ,203f08, ddddcccc, e2
50 :   channel = 7    timestamp = e25bbb2b32, loca = 13247      7db77923, f000f000 ,203f08, ddddcccc, e2
51 :   channel = 7    timestamp = e25bbb2da3, loca = 13578      7db37921, f000f000 ,203f08, ddddcccc, e2
52 :   channel = 7    timestamp = e25bbb3014, loca = 13842      7db97921, f000f000 ,203f08, ddddcccc, e2
53 :   channel = 7    timestamp = e25bbb3285, loca = 14106      7dbc7923, f000f000 ,203f08, ddddcccc, e2
54 :   channel = 7    timestamp = e25bbb34f6, loca = 14304      7db9791f, f000f000 ,203f08, ddddcccc, e2
55 :   channel = 7    timestamp = e25bbb3767, loca = 14635      7db57921, f000f000 ,203f08, ddddcccc, e2
56 :   channel = 7    timestamp = e25bbb39d8, loca = 14899      7db6791f, f000f000 ,203f08, ddddcccc, e2
57 :   channel = 7    timestamp = e25bbb3c49, loca = 15163      7db57920, f000f000 ,203f08, ddddcccc, e2
58 :   channel = 7    timestamp = e25bbb3eba, loca = 15362      f00f, 203f08 ,203f08, ddddcccc, e2
59 :   channel = 7    timestamp = e25bbb412b, loca = 15692      7db97920, f000f000 ,203f08, ddddcccc, e2
60 :   channel = 7    timestamp = e25bbb439c, loca = 15956      7db67921, f000f000 ,203f08, ddddcccc, e2
61 :   channel = 7    timestamp = e25bbb460d, loca = 16220      7dba7922, f000f000 ,203f08, ddddcccc, e2
62 :   channel = 7    timestamp = e25bbb487e, loca = 16419      7dba7922, f000f000 ,203f08, ddddcccc, e2
63 :   channel = 7    timestamp = e25bbb4aef, loca = 16749      7db87921, f000f000 ,203f08, ddddcccc, e2
64 :   channel = 7    timestamp = e25bbb4d60, loca = 17013      7dbc7921, f000f000 ,203f08, ddddcccc, e2
65 :   channel = 7    timestamp = e25bbb4fd1, loca = 17277      7dbb7921, f000f000 ,203f08, ddddcccc, e2
66 :   channel = 7    timestamp = e25bbb5242, loca = 17476      7dba7921, f000f000 ,203f08, ddddcccc, e2
67 :   channel = 7    timestamp = e25bbb54b3, loca = 17806      7dbb7922, f000f000 ,203f08, ddddcccc, e2
68 :   channel = 7    timestamp = e25bbb5724, loca = 18070      7dbe7922, f000f000 ,203f08, ddddcccc, e2
69 :   channel = 7    timestamp = e25bbb5995, loca = 18334      7dbb7923, f000f000 ,203f08, ddddcccc, e2
70 :   channel = 7    timestamp = e25bbb5c06, loca = 18533      7dbe7921, f000f000 ,203f08, ddddcccc, e2
71 :   channel = 7    timestamp = e25bbb5e77, loca = 18863      7dc07923, f000f000 ,203f08, ddddcccc, e2
72 :   channel = 7    timestamp = e25bbb60e8, loca = 19127      7dbe7922, f000f000 ,203f08, ddddcccc, e2
73 :   channel = 7    timestamp = e25bbb6359, loca = 19391      7dc47923, f000f000 ,203f08, ddddcccc, e2
74 :   channel = 7    timestamp = e25bbb65ca, loca = 19623      7dc47923, f000f000 ,203f08, ddddcccc, e2
75 :   channel = 7    timestamp = e25bbb683b, loca = 19953      7dc57923, f000f000 ,203f08, ddddcccc, e2
76 :   channel = 7    timestamp = e25bbb6aac, loca = 20217      7dca7924, f000f000 ,203f08, ddddcccc, e2
77 :   channel = 7    timestamp = e25bbb6d1d, loca = 20482      f00f, 203f08 ,203f08, ddddcccc, e2
78 :   channel = 7    timestamp = e25bbb6f8e, loca = 20680      7dc57921, f000f000 ,203f08, ddddcccc, e2
79 :   channel = 7    timestamp = e25bbb71ff, loca = 21010      7dc37920, f000f000 ,203f08, ddddcccc, e2
80 :   channel = 7    timestamp = e25bbb7470, loca = 21274      7dc67921, f000f000 ,203f08, ddddcccc, e2
81 :   channel = 7    timestamp = e25bbb76e1, loca = 21539      7dc17921, f000f000 ,203f08, ddddcccc, e2
82 :   channel = 7    timestamp = e25bbb7952, loca = 21737      7dc57920, f000f000 ,203f08, ddddcccc, e2
83 :   channel = 7    timestamp = e25bbb7bc3, loca = 22067      7dc87923, f000f000 ,203f08, ddddcccc, e2
84 :   channel = 7    timestamp = e25bbb7e34, loca = 22331      7dc27922, f000f000 ,203f08, ddddcccc, e2
85 :   channel = 7    timestamp = e25bbb80a5, loca = 22596      7dc37921, f000f000 ,203f08, ddddcccc, e2
86 :   channel = 7    timestamp = e25bbb8316, loca = 22794      7dc67922, f000f000 ,203f08, ddddcccc, e2
87 :   channel = 7    timestamp = e25bbb8587, loca = 23124      7dc47921, f000f000 ,203f08, ddddcccc, e2
88 :   channel = 7    timestamp = e25bbb87f8, loca = 23388      7dc57921, f000f000 ,203f08, ddddcccc, e2
89 :   channel = 7    timestamp = e25bbb8a69, loca = 23653      7dc77923, f000f000 ,203f08, ddddcccc, e2
90 :   channel = 7    timestamp = e25bbb8cda, loca = 23851      7dc47922, f000f000 ,203f08, ddddcccc, e2
91 :   channel = 7    timestamp = e25bbb8f4b, loca = 24181      7dc97924, f000f000 ,203f08, ddddcccc, e2
92 :   channel = 7    timestamp = e25bbb91bc, loca = 24445      7dcd7924, f000f000 ,203f08, ddddcccc, e2
93 :   channel = 7    timestamp = e25bbb942d, loca = 24710      7dcb7925, f000f000 ,203f08, ddddcccc, e2
94 :   channel = 7    timestamp = e25bbb969e, loca = 24908      7dcc7923, f000f000 ,203f08, ddddcccc, e2
95 :   channel = 7    timestamp = e25bbb990f, loca = 25238      7dd07924, f000f000 ,203f08, ddddcccc, e2
96 :   channel = 7    timestamp = e25bbb9b80, loca = 25502      7dcc7923, f000f000 ,203f08, ddddcccc, e2
97 :   channel = 7    timestamp = e25bbb9df1, loca = 25767      7dcf7924, f000f000 ,203f08, ddddcccc, e2
98 :   channel = 7    timestamp = e25bbba062, loca = 25965      7dd27925, f000f000 ,203f08, ddddcccc, e2
99 :   channel = 7    timestamp = e25bbba2d3, loca = 26295      7dd27924, f000f000 ,203f08, ddddcccc, e2
100 :   channel = 7    timestamp = e25bbba544, loca = 26559      7dd17922, f000f000 ,203f08, ddddcccc, e2
101 :   channel = 7    timestamp = e25bbba7b5, loca = 26857      7dd27922, f000f000 ,203f08, ddddcccc, e2
102 :   channel = 7    timestamp = e25bbbaa26, loca = 27055      7dca7920, f000f000 ,203f08, ddddcccc, e2
103 :   channel = 7    timestamp = e25bbbac97, loca = 27385      7dcb7920, f000f000 ,203f08, ddddcccc, e2
104 :   channel = 7    timestamp = e25bbbaf08, loca = 27650      f00f, 203f08 ,203f08, ddddcccc, e2
105 :   channel = 7    timestamp = e25bbbb179, loca = 27914      7dcc7921, f000f000 ,203f08, ddddcccc, e2
106 :   channel = 7    timestamp = e25bbbb3ea, loca = 28112      7dce7922, f000f000 ,203f08, ddddcccc, e2
107 :   channel = 7    timestamp = e25bbbb65b, loca = 28442      7dd07923, f000f000 ,203f08, ddddcccc, e2
108 :   channel = 7    timestamp = e25bbbb8cc, loca = 28707      7dce7922, f000f000 ,203f08, ddddcccc, e2
109 :   channel = 7    timestamp = e25bbbbb3d, loca = 28971      7dce7923, f000f000 ,203f08, ddddcccc, e2
110 :   channel = 7    timestamp = e25bbbbdae, loca = 29169      7dd07923, f000f000 ,203f08, ddddcccc, e2
111 :   channel = 7    timestamp = e25bbbc01f, loca = 29499      7dce7923, f000f000 ,203f08, ddddcccc, e2
112 :   channel = 7    timestamp = e25bbbc290, loca = 29764      7dce7923, f000f000 ,203f08, ddddcccc, e2
113 :   channel = 7    timestamp = e25bbbc501, loca = 30028      7dd07923, f000f000 ,203f08, ddddcccc, e2
114 :   channel = 7    timestamp = e25bbbc772, loca = 30226      7dcf7924, f000f000 ,203f08, ddddcccc, e2
115 :   channel = 7    timestamp = e25bbbc9e3, loca = 30556      7dd07924, f000f000 ,203f08, ddddcccc, e2
116 :   channel = 7    timestamp = e25bbbcc54, loca = 30821      7dd77925, f000f000 ,203f08, ddddcccc, e2
117 :   channel = 7    timestamp = e25bbbcec5, loca = 31085      7dd27923, f000f000 ,203f08, ddddcccc, e2
118 :   channel = 7    timestamp = e25bbbd136, loca = 31283      7dd57923, f000f000 ,203f08, ddddcccc, e2
119 :   channel = 7    timestamp = e25bbbd3a7, loca = 31613      7ddb7925, f000f000 ,203f08, ddddcccc, e2
120 :   channel = 7    timestamp = e25bbbd618, loca = 31878      7dd87925, f000f000 ,203f08, ddddcccc, e2
121 :   channel = 7    timestamp = e25bbbd889, loca = 32142      7ddb7924, f000f000 ,203f08, ddddcccc, e2
122 :   channel = 7    timestamp = e25bbbdafa, loca = 32340      7dde7924, f000f000 ,203f08, ddddcccc, e2
123 :   channel = 7    timestamp = e25bbbdd6b, loca = 32670      7ddc7924, f000f000 ,203f08, ddddcccc, e2
124 :   channel = 7    timestamp = e25bbbdfdc, loca = 32935      7ddb7924, f000f000 ,203f08, ddddcccc, e2
125 :   channel = 7    timestamp = e25bbbe24d, loca = 33199      7dd97923, f000f000 ,203f08, ddddcccc, e2
126 :   channel = 7    timestamp = e25bbbe4be, loca = 33397      7dd57920, f000f000 ,203f08, ddddcccc, e2
127 :   channel = 7    timestamp = e25bbbe72f, loca = 33727      7dd37922, f000f000 ,203f08, ddddcccc, e2
128 :   channel = 7    timestamp = e25bbbe9a0, loca = 34025      7dd87924, f000f000 ,203f08, ddddcccc, e2
129 :   channel = 7    timestamp = e25bbbec11, loca = 34289      7dd37923, f000f000 ,203f08, ddddcccc, e2
130 :   channel = 7    timestamp = e25bbbee82, loca = 34487      7dd67923, f000f000 ,203f08, ddddcccc, e2
131 :   channel = 7    timestamp = e25bbbf0f3, loca = 34818      f00f, 203f08 ,203f08, ddddcccc, e2
132 :   channel = 7    timestamp = e25bbbf364, loca = 35082      7dd57924, f000f000 ,203f08, ddddcccc, e2
133 :   channel = 7    timestamp = e25bbbf5d5, loca = 35346      7dd77924, f000f000 ,203f08, ddddcccc, e2
134 :   channel = 7    timestamp = e25bbbf846, loca = 35544      7dda7924, f000f000 ,203f08, ddddcccc, e2
135 :   channel = 7    timestamp = e25bbbfab7, loca = 35875      7dd57923, f000f000 ,203f08, ddddcccc, e2
136 :   channel = 7    timestamp = e25bbbfd28, loca = 36139      7dd77923, f000f000 ,203f08, ddddcccc, e2
137 :   channel = 7    timestamp = e25bbbff99, loca = 36403      7ddc7923, f000f000 ,203f08, ddddcccc, e2
138 :   channel = 7    timestamp = e25bbc020a, loca = 36601      7dda7925, f000f000 ,203f08, ddddcccc, e2
139 :   channel = 7    timestamp = e25bbc047b, loca = 36932      7ddf7925, f000f000 ,203f08, ddddcccc, e2
140 :   channel = 7    timestamp = e25bbc06ec, loca = 37196      7de47926, f000f000 ,203f08, ddddcccc, e2
141 :   channel = 7    timestamp = e25bbc095d, loca = 37460      7de07924, f000f000 ,203f08, ddddcccc, e2
142 :   channel = 7    timestamp = e25bbc0bce, loca = 37658      7de27928, f000f000 ,203f08, ddddcccc, e2
143 :   channel = 7    timestamp = e25bbc0e3f, loca = 37989      7de97925, f000f000 ,203f08, ddddcccc, e2
144 :   channel = 7    timestamp = e25bbc10b0, loca = 38253      7de47925, f000f000 ,203f08, ddddcccc, e2
145 :   channel = 7    timestamp = e25bbc1321, loca = 38517      7de67926, f000f000 ,203f08, ddddcccc, e2
146 :   channel = 7    timestamp = e25bbc1592, loca = 38715      7de97927, f000f000 ,203f08, ddddcccc, e2
147 :   channel = 7    timestamp = e25bbc1803, loca = 39046      7ddf7924, f000f000 ,203f08, ddddcccc, e2
148 :   channel = 7    timestamp = e25bbc1a74, loca = 39310      7de17924, f000f000 ,203f08, ddddcccc, e2
149 :   channel = 7    timestamp = e25bbc1ce5, loca = 39574      7de27924, f000f000 ,203f08, ddddcccc, e2
150 :   channel = 7    timestamp = e25bbc1f56, loca = 39772      7ddd7923, f000f000 ,203f08, ddddcccc, e2
151 :   channel = 7    timestamp = e25bbc21c7, loca = 40103      7ddf7923, f000f000 ,203f08, ddddcccc, e2
152 :   channel = 7    timestamp = e25bbc2438, loca = 40367      7de27924, f000f000 ,203f08, ddddcccc, e2
153 :   channel = 7    timestamp = e25bbc26a9, loca = 40631      7ddb7923, f000f000 ,203f08, ddddcccc, e2
154 :   channel = 7    timestamp = e25bbc291a, loca = 40829      7de07923, f000f000 ,203f08, ddddcccc, e2
155 :   channel = 7    timestamp = e25bbc2b8b, loca = 41193      7de27925, f000f000 ,203f08, ddddcccc, e2
156 :   channel = 7    timestamp = e25bbc2dfc, loca = 41457      7de17925, f000f000 ,203f08, ddddcccc, e2
157 :   channel = 7    timestamp = e25bbc306d, loca = 41721      7de27924, f000f000 ,203f08, ddddcccc, e2
158 :   channel = 7    timestamp = e25bbc32de, loca = 41919      7de47925, f000f000 ,203f08, ddddcccc, e2
159 :   channel = 7    timestamp = e25bbc354f, loca = 42250      7de27924, f000f000 ,203f08, ddddcccc, e2
160 :   channel = 7    timestamp = e25bbc37c0, loca = 42514      7de47925, f000f000 ,203f08, ddddcccc, e2
161 :   channel = 7    timestamp = e25bbc3a31, loca = 42778      7de97926, f000f000 ,203f08, ddddcccc, e2
162 :   channel = 7    timestamp = e25bbc3ca2, loca = 42976      7de97925, f000f000 ,203f08, ddddcccc, e2
163 :   channel = 7    timestamp = e25bbc3f13, loca = 43307      7dec7926, f000f000 ,203f08, ddddcccc, e2
164 :   channel = 7    timestamp = e25bbc4184, loca = 43571      7dee7927, f000f000 ,203f08, ddddcccc, e2
165 :   channel = 7    timestamp = e25bbc43f5, loca = 43835      7dec7926, f000f000 ,203f08, ddddcccc, e2
166 :   channel = 7    timestamp = e25bbc4666, loca = 44034      f00f, 203f08 ,203f08, ddddcccc, e2
167 :   channel = 7    timestamp = e25bbc48d7, loca = 44364      7df17927, f000f000 ,203f08, ddddcccc, e2
168 :   channel = 7    timestamp = e25bbc4b48, loca = 44628      7def7926, f000f000 ,203f08, ddddcccc, e2
169 :   channel = 7    timestamp = e25bbc4db9, loca = 44892      7df07926, f000f000 ,203f08, ddddcccc, e2
170 :   channel = 7    timestamp = e25bbc502a, loca = 45091      7df17926, f000f000 ,203f08, ddddcccc, e2
171 :   channel = 7    timestamp = e25bbc529b, loca = 45421      7dec7924, f000f000 ,203f08, ddddcccc, e2
172 :   channel = 7    timestamp = e25bbc550c, loca = 45685      7ded7925, f000f000 ,203f08, ddddcccc, e2
173 :   channel = 7    timestamp = e25bbc577d, loca = 45949      7deb7925, f000f000 ,203f08, ddddcccc, e2
174 :   channel = 7    timestamp = e25bbc59ee, loca = 46148      7de87923, f000f000 ,203f08, ddddcccc, e2
175 :   channel = 7    timestamp = e25bbc5c5f, loca = 46478      7deb7924, f000f000 ,203f08, ddddcccc, e2
176 :   channel = 7    timestamp = e25bbc5ed0, loca = 46742      7deb7926, f000f000 ,203f08, ddddcccc, e2
177 :   channel = 7    timestamp = e25bbc6141, loca = 47006      7de87924, f000f000 ,203f08, ddddcccc, e2
178 :   channel = 7    timestamp = e25bbc63b2, loca = 47205      7dec7924, f000f000 ,203f08, ddddcccc, e2
179 :   channel = 7    timestamp = e25bbc6623, loca = 47535      7ded7925, f000f000 ,203f08, ddddcccc, e2
180 :   channel = 7    timestamp = e25bbc6894, loca = 47799      7dea7926, f000f000 ,203f08, ddddcccc, e2
181 :   channel = 7    timestamp = e25bbc6b05, loca = 48063      7ded7926, f000f000 ,203f08, ddddcccc, e2
182 :   channel = 7    timestamp = e25bbc6d76, loca = 48295      7df07925, f000f000 ,203f08, ddddcccc, e2
183 :   channel = 7    timestamp = e25bbc6fe7, loca = 48625      7def7925, f000f000 ,203f08, ddddcccc, e2
184 :   channel = 7    timestamp = e25bbc7258, loca = 48889      7df47927, f000f000 ,203f08, ddddcccc, e2
185 :   channel = 7    timestamp = e25bbc74c9, loca = 49154      f00f, 203f08 ,203f08, ddddcccc, e2
186 :   channel = 7    timestamp = e25bbc773a, loca = 49352      7df67928, f000f000 ,203f08, ddddcccc, e2
187 :   channel = 7    timestamp = e25bbc79ab, loca = 49682      7df47927, f000f000 ,203f08, ddddcccc, e2
188 :   channel = 7    timestamp = e25bbc7c1c, loca = 49946      7df9792a, f000f000 ,203f08, ddddcccc, e2
189 :   channel = 7    timestamp = e25bbc7e8d, loca = 50211      7df87928, f000f000 ,203f08, ddddcccc, e2
190 :   channel = 7    timestamp = e25bbc80fe, loca = 50409      7dfb7927, f000f000 ,203f08, ddddcccc, e2
191 :   channel = 7    timestamp = e25bbc836f, loca = 50739      7dfb7927, f000f000 ,203f08, ddddcccc, e2
192 :   channel = 7    timestamp = e25bbc85e0, loca = 51003      7df97927, f000f000 ,203f08, ddddcccc, e2
193 :   channel = 7    timestamp = e25bbc8851, loca = 51268      7df87927, f000f000 ,203f08, ddddcccc, e2
194 :   channel = 7    timestamp = e25bbc8ac2, loca = 51466      7df47926, f000f000 ,203f08, ddddcccc, e2
195 :   channel = 7    timestamp = e25bbc8d33, loca = 51796      7df27925, f000f000 ,203f08, ddddcccc, e2
196 :   channel = 7    timestamp = e25bbc8fa4, loca = 52060      7df47924, f000f000 ,203f08, ddddcccc, e2
197 :   channel = 7    timestamp = e25bbc9215, loca = 52325      7df47926, f000f000 ,203f08, ddddcccc, e2
198 :   channel = 7    timestamp = e25bbc9486, loca = 52523      7df37927, f000f000 ,203f08, ddddcccc, e2
199 :   channel = 7    timestamp = e25bbc96f7, loca = 52853      7df57927, f000f000 ,203f08, ddddcccc, e2
200 :   channel = 7    timestamp = e25bbc9968, loca = 53117      7df67927, f000f000 ,203f08, ddddcccc, e2
201 :   channel = 7    timestamp = e25bbc9bd9, loca = 53382      7df47926, f000f000 ,203f08, ddddcccc, e2
202 :   channel = 7    timestamp = e25bbc9e4a, loca = 53580      7df37926, f000f000 ,203f08, ddddcccc, e2
203 :   channel = 7    timestamp = e25bbca0bb, loca = 53910      7df77926, f000f000 ,203f08, ddddcccc, e2
204 :   channel = 7    timestamp = e25bbca32c, loca = 54174      7df57928, f000f000 ,203f08, ddddcccc, e2
205 :   channel = 7    timestamp = e25bbca59d, loca = 54439      7dfa7926, f000f000 ,203f08, ddddcccc, e2
206 :   channel = 7    timestamp = e25bbca80e, loca = 54637      7dfc7927, f000f000 ,203f08, ddddcccc, e2
207 :   channel = 7    timestamp = e25bbcaa7f, loca = 54967      7dfb7927, f000f000 ,203f08, ddddcccc, e2
208 :   channel = 7    timestamp = e25bbcacf0, loca = 55231      7dfd7928, f000f000 ,203f08, ddddcccc, e2
209 :   channel = 7    timestamp = e25bbcaf61, loca = 55529      7e00792a, f000f000 ,203f08, ddddcccc, e2
210 :   channel = 7    timestamp = e25bbcb1d2, loca = 55727      7e007928, f000f000 ,203f08, ddddcccc, e2
211 :   channel = 7    timestamp = e25bbcb443, loca = 56057      7dff7929, f000f000 ,203f08, ddddcccc, e2
212 :   channel = 7    timestamp = e25bbcb6b4, loca = 56322      f00f, 203f08 ,203f08, ddddcccc, e2
213 :   channel = 7    timestamp = e25bbcb925, loca = 56586      7e027928, f000f000 ,203f08, ddddcccc, e2
214 :   channel = 7    timestamp = e25bbcbb96, loca = 56784      7e007927, f000f000 ,203f08, ddddcccc, e2
215 :   channel = 7    timestamp = e25bbcbe07, loca = 57114      7e037928, f000f000 ,203f08, ddddcccc, e2
216 :   channel = 7    timestamp = e25bbcc078, loca = 57379      7e017929, f000f000 ,203f08, ddddcccc, e2
217 :   channel = 7    timestamp = e25bbcc2e9, loca = 57643      7dfb7925, f000f000 ,203f08, ddddcccc, e2
218 :   channel = 7    timestamp = e25bbcc55a, loca = 57841      7dfc7926, f000f000 ,203f08, ddddcccc, e2
219 :   channel = 7    timestamp = e25bbcc7cb, loca = 58171      7dfd7927, f000f000 ,203f08, ddddcccc, e2
220 :   channel = 7    timestamp = e25bbcca3c, loca = 58436      7dfa7925, f000f000 ,203f08, ddddcccc, e2
221 :   channel = 7    timestamp = e25bbcccad, loca = 58700      7dfc7926, f000f000 ,203f08, ddddcccc, e2
222 :   channel = 7    timestamp = e25bbccf1e, loca = 58898      7dfd7926, f000f000 ,203f08, ddddcccc, e2
223 :   channel = 7    timestamp = e25bbcd18f, loca = 59228      7dfc7927, f000f000 ,203f08, ddddcccc, e2
224 :   channel = 7    timestamp = e25bbcd400, loca = 59493      7dfe7927, f000f000 ,203f08, ddddcccc, e2
225 :   channel = 7    timestamp = e25bbcd671, loca = 59757      7e017929, f000f000 ,203f08, ddddcccc, e2
226 :   channel = 7    timestamp = e25bbcd8e2, loca = 59955      7e017926, f000f000 ,203f08, ddddcccc, e2
227 :   channel = 7    timestamp = e25bbcdb53, loca = 60285      7e037928, f000f000 ,203f08, ddddcccc, e2
228 :   channel = 7    timestamp = e25bbcddc4, loca = 60550      7e067929, f000f000 ,203f08, ddddcccc, e2
229 :   channel = 7    timestamp = e25bbce035, loca = 60814      7e067929, f000f000 ,203f08, ddddcccc, e2
230 :   channel = 7    timestamp = e25bbce2a6, loca = 61012      7e067928, f000f000 ,203f08, ddddcccc, e2
231 :   channel = 7    timestamp = e25bbce517, loca = 61342      7e087929, f000f000 ,203f08, ddddcccc, e2
232 :   channel = 7    timestamp = e25bbce788, loca = 61607      7e087929, f000f000 ,203f08, ddddcccc, e2
233 :   channel = 7    timestamp = e25bbce9f9, loca = 61872      7e077929, f000f000 ,203f08, ddddcccc, e2
234 :   channel = 7    timestamp = e25bbcec6a, loca = 62070      7e087929, f000f000 ,203f08, ddddcccc, e2
235 :   channel = 7    timestamp = e25bbceedb, loca = 62400      7e097929, f000f000 ,203f08, ddddcccc, e2
236 :   channel = 7    timestamp = e25bbcf14c, loca = 62697      7e0c7929, f000f000 ,203f08, ddddcccc, e2
237 :   channel = 7    timestamp = e25bbcf3bd, loca = 62961      7e0a7928, f000f000 ,203f08, ddddcccc, e2
238 :   channel = 7    timestamp = e25bbcf62e, loca = 63159      7e097929, f000f000 ,203f08, ddddcccc, e2
239 :   channel = 7    timestamp = e25bbcf89f, loca = 63490      f00f, 203f08 ,203f08, ddddcccc, e2
240 :   channel = 7    timestamp = e25bbcfb10, loca = 63754      7e087928, f000f000 ,203f08, ddddcccc, e2
241 :   channel = 7    timestamp = e25bbcfd81, loca = 64018      7e057928, f000f000 ,203f08, ddddcccc, e2
242 :   channel = 7    timestamp = e25bbcfff2, loca = 64216      7e037927, f000f000 ,203f08, ddddcccc, e2
